File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF751KJZ	bam	unfiltered alignments	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1			36				ENCFF000BCE, ENCFF807MUK	1902359947	ENCODE Processing Pipeline	5db3d9244b418c3f89ed8fbf10f4260b		https://www.encodeproject.org/files/ENCFF751KJZ/@@download/ENCFF751KJZ.bam	hg19			released	low read length		insufficient read depth	
ENCFF833PJA	bam	alignments	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2			36				ENCFF000BCI, ENCFF807MUK	954529641	ENCODE Processing Pipeline	69c0c7b18d27add46740926ceb8344a8		https://www.encodeproject.org/files/ENCFF833PJA/@@download/ENCFF833PJA.bam	hg19			released	low read length		insufficient read depth	
ENCFF576BBK	bam	alignments	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1			36				ENCFF000BCE, ENCFF807MUK	1246942807	ENCODE Processing Pipeline	4ba8e2bbe32b478055726f8e33dac2fb		https://www.encodeproject.org/files/ENCFF576BBK/@@download/ENCFF576BBK.bam	hg19			released	low read length		insufficient read depth	
ENCFF111LYA	bam	unfiltered alignments	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1			36				ENCFF000BCE, ENCFF643CGH	1909860961	ENCODE Processing Pipeline	14c4d8e486ae3cce06bce4ebe13df6bd		https://www.encodeproject.org/files/ENCFF111LYA/@@download/ENCFF111LYA.bam	GRCh38			released	low read length		insufficient read depth	
ENCFF971MFN	bam	unfiltered alignments	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2			36				ENCFF000BCI, ENCFF643CGH	1584164345	ENCODE Processing Pipeline	0c0f005aa963ef345cacffb6fc99b069		https://www.encodeproject.org/files/ENCFF971MFN/@@download/ENCFF971MFN.bam	GRCh38			released	low read length		insufficient read depth	
ENCFF653IXT	bam	alignments	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2			36				ENCFF000BCI, ENCFF643CGH	954096656	ENCODE Processing Pipeline	1ba9079e7117ce68721c2275d3b69f84		https://www.encodeproject.org/files/ENCFF653IXT/@@download/ENCFF653IXT.bam	GRCh38			released	low read length		insufficient read depth	
ENCFF290GJJ	bam	alignments	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1			36				ENCFF000BCE, ENCFF643CGH	1246566866	ENCODE Processing Pipeline	2e65b5b729e8aeccd01a7dcfe6e96af2		https://www.encodeproject.org/files/ENCFF290GJJ/@@download/ENCFF290GJJ.bam	GRCh38			released	low read length		insufficient read depth	
ENCFF807PFE	bed narrowPeak	peaks	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF290GJJ, ENCFF432JPE, ENCFF653IXT, ENCFF818YAG	4100746	ENCODE Processing Pipeline	9f71b34aefd89db29364e5e997b45e7e		https://www.encodeproject.org/files/ENCFF807PFE/@@download/ENCFF807PFE.bed.gz	GRCh38			released	low read length		insufficient read depth	
ENCFF645PHP	bed narrowPeak	peaks	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF385UZW, ENCFF451SVK, ENCFF833PJA	3056594	ENCODE Processing Pipeline	39258056ed83640bee8f1965abb061f7		https://www.encodeproject.org/files/ENCFF645PHP/@@download/ENCFF645PHP.bed.gz	hg19			released	low read length		insufficient read depth	
ENCFF467AZY	bed narrowPeak	peaks	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF385UZW, ENCFF451SVK, ENCFF576BBK	2896126	ENCODE Processing Pipeline	d830e23a758d93c604dcd9ce579054c3		https://www.encodeproject.org/files/ENCFF467AZY/@@download/ENCFF467AZY.bed.gz	hg19			released	low read length		insufficient read depth	
ENCFF830STJ	bigBed narrowPeak	peaks	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF467AZY	5624712	ENCODE Processing Pipeline	39a8af1caaffe9ee0831df69f9982555		https://www.encodeproject.org/files/ENCFF830STJ/@@download/ENCFF830STJ.bigBed	hg19			released	low read length		insufficient read depth	
ENCFF122YJM	bed narrowPeak	peaks	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF290GJJ, ENCFF432JPE, ENCFF818YAG	2901677	ENCODE Processing Pipeline	29cd20e449c35c376bcb11f5cca4a857		https://www.encodeproject.org/files/ENCFF122YJM/@@download/ENCFF122YJM.bed.gz	GRCh38			released	low read length		insufficient read depth	
ENCFF546OQF	bed narrowPeak	peaks	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF432JPE, ENCFF653IXT, ENCFF818YAG	3058931	ENCODE Processing Pipeline	be69fb29ab69fc5fe29b17fa50f786f3		https://www.encodeproject.org/files/ENCFF546OQF/@@download/ENCFF546OQF.bed.gz	GRCh38			released	low read length		insufficient read depth	
ENCFF587ECG	bigBed narrowPeak	peaks	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF122YJM	5630566	ENCODE Processing Pipeline	9c1eef906c5b417269cc19fd595a1eeb		https://www.encodeproject.org/files/ENCFF587ECG/@@download/ENCFF587ECG.bigBed	GRCh38			released	low read length		insufficient read depth	
ENCFF954PMR	bigBed narrowPeak	peaks	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF044JXR	9069760	ENCODE Processing Pipeline	1daabff69425b0dfd2b73d6898524b6a		https://www.encodeproject.org/files/ENCFF954PMR/@@download/ENCFF954PMR.bigBed	hg19			released	low read length		insufficient read depth	
ENCFF044JXR	bed narrowPeak	peaks	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF385UZW, ENCFF451SVK, ENCFF576BBK, ENCFF833PJA	3767119	ENCODE Processing Pipeline	8eae41ad4b151d2dc38afd13e0c73b38		https://www.encodeproject.org/files/ENCFF044JXR/@@download/ENCFF044JXR.bed.gz	hg19			released	low read length		insufficient read depth	
ENCFF718PUQ	bigBed narrowPeak	peaks	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF807PFE	9771015	ENCODE Processing Pipeline	b8cdbd3b87cf9306b99857a9c5670261		https://www.encodeproject.org/files/ENCFF718PUQ/@@download/ENCFF718PUQ.bigBed	GRCh38			released	low read length		insufficient read depth	
ENCFF479TKF	bigBed narrowPeak	peaks	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF645PHP	6149957	ENCODE Processing Pipeline	4d3a43561834e7994513f05bc660581f		https://www.encodeproject.org/files/ENCFF479TKF/@@download/ENCFF479TKF.bigBed	hg19			released	low read length		insufficient read depth	
ENCFF074XKY	bigBed narrowPeak	peaks	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF546OQF	6153756	ENCODE Processing Pipeline	95417dbcf6522e2e32636f4ee5981c6c		https://www.encodeproject.org/files/ENCFF074XKY/@@download/ENCFF074XKY.bigBed	GRCh38			released	low read length		insufficient read depth	
ENCFF937MZP	bigWig	signal p-value	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF385UZW, ENCFF451SVK, ENCFF576BBK	1016505043	ENCODE Processing Pipeline	1d8f8010630572b32a6c7e2b1e24db4c		https://www.encodeproject.org/files/ENCFF937MZP/@@download/ENCFF937MZP.bigWig	hg19			released	low read length		insufficient read depth	
ENCFF960LKV	bigWig	signal p-value	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF290GJJ, ENCFF432JPE, ENCFF818YAG	944579109	ENCODE Processing Pipeline	35e2bf78aac74554cfff3901d1aac7f5		https://www.encodeproject.org/files/ENCFF960LKV/@@download/ENCFF960LKV.bigWig	GRCh38			released	low read length		insufficient read depth	
ENCFF708IOB	bigWig	signal p-value	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF385UZW, ENCFF451SVK, ENCFF833PJA	957338241	ENCODE Processing Pipeline	fbf1aaa5f824f0bb3616ca05be759eda		https://www.encodeproject.org/files/ENCFF708IOB/@@download/ENCFF708IOB.bigWig	hg19			released	low read length		insufficient read depth	
ENCFF486OZH	bigWig	signal p-value	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF432JPE, ENCFF653IXT, ENCFF818YAG	873280708	ENCODE Processing Pipeline	d15dde822aec5f84009ae4af65b5e66b		https://www.encodeproject.org/files/ENCFF486OZH/@@download/ENCFF486OZH.bigWig	GRCh38			released	low read length		insufficient read depth	
ENCFF492QPX	bigWig	signal p-value	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF290GJJ, ENCFF432JPE, ENCFF653IXT, ENCFF818YAG	1154884693	ENCODE Processing Pipeline	915f6d8a21930dbdf571aefcf2bbadaa		https://www.encodeproject.org/files/ENCFF492QPX/@@download/ENCFF492QPX.bigWig	GRCh38			released	low read length		insufficient read depth	
ENCFF196WQX	bigWig	signal p-value	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF385UZW, ENCFF451SVK, ENCFF576BBK, ENCFF833PJA	1050001591	ENCODE Processing Pipeline	09c03ea6d36e76b173e4bb1853f95766		https://www.encodeproject.org/files/ENCFF196WQX/@@download/ENCFF196WQX.bigWig	hg19			released	low read length		insufficient read depth	
ENCFF435XFF	bigWig	fold change over control	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF290GJJ, ENCFF432JPE, ENCFF818YAG	883222467	ENCODE Processing Pipeline	228063f00e26d6a2284099b2ba9ef5d5		https://www.encodeproject.org/files/ENCFF435XFF/@@download/ENCFF435XFF.bigWig	GRCh38			released	low read length		insufficient read depth	
ENCFF974GUA	bigWig	fold change over control	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF385UZW, ENCFF451SVK, ENCFF576BBK	878912453	ENCODE Processing Pipeline	974514a5a4bc5309deed39ff06496276		https://www.encodeproject.org/files/ENCFF974GUA/@@download/ENCFF974GUA.bigWig	hg19			released	low read length		insufficient read depth	
ENCFF353ZNI	bigWig	fold change over control	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF432JPE, ENCFF653IXT, ENCFF818YAG	757545816	ENCODE Processing Pipeline	4c8ebfcf9c37782ea8c03405a6c79d24		https://www.encodeproject.org/files/ENCFF353ZNI/@@download/ENCFF353ZNI.bigWig	GRCh38			released	low read length		insufficient read depth	
ENCFF897AUP	bigWig	fold change over control	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF385UZW, ENCFF451SVK, ENCFF833PJA	755532178	ENCODE Processing Pipeline	a0be83bc784cfdf570ebd97c7728cc81		https://www.encodeproject.org/files/ENCFF897AUP/@@download/ENCFF897AUP.bigWig	hg19			released	low read length		insufficient read depth	
ENCFF614HNF	bigWig	fold change over control	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF290GJJ, ENCFF432JPE, ENCFF653IXT, ENCFF818YAG	1270340710	ENCODE Processing Pipeline	c31e2ed2f75626778f642eb92ae750f6		https://www.encodeproject.org/files/ENCFF614HNF/@@download/ENCFF614HNF.bigWig	GRCh38			released	low read length		insufficient read depth	
ENCFF512TQI	bed narrowPeak	replicated peaks	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF122YJM, ENCFF546OQF, ENCFF807PFE	2200553	ENCODE Processing Pipeline	47fb05b379ea81e28a354e6cb2802c0b		https://www.encodeproject.org/files/ENCFF512TQI/@@download/ENCFF512TQI.bed.gz	GRCh38			released	low read length		insufficient read depth	
ENCFF750BWK	bigBed narrowPeak	replicated peaks	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF512TQI	4311204	ENCODE Processing Pipeline	1f56ebd82e0af7684757d84bdff8cbe4		https://www.encodeproject.org/files/ENCFF750BWK/@@download/ENCFF750BWK.bigBed	GRCh38			released	low read length		insufficient read depth	
ENCFF958BAN	bigWig	fold change over control	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF385UZW, ENCFF451SVK, ENCFF576BBK, ENCFF833PJA	1275400195	ENCODE Processing Pipeline	2aa39477ac2fc9a1ab66149b077898e5		https://www.encodeproject.org/files/ENCFF958BAN/@@download/ENCFF958BAN.bigWig	hg19			released	low read length		insufficient read depth	
ENCFF252BLX	bed narrowPeak	replicated peaks	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF044JXR, ENCFF467AZY, ENCFF645PHP	1961058	ENCODE Processing Pipeline	ff760e45506c3df3aae3e0b29a8c1dfc		https://www.encodeproject.org/files/ENCFF252BLX/@@download/ENCFF252BLX.bed.gz	hg19			released	low read length		insufficient read depth	
ENCFF344VRE	bigBed narrowPeak	replicated peaks	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF252BLX	3871866	ENCODE Processing Pipeline	ff6912a55b7ed0271e98b460235b4c87		https://www.encodeproject.org/files/ENCFF344VRE/@@download/ENCFF344VRE.bigBed	hg19			released	low read length		insufficient read depth	
ENCFF104EKN	tagAlign	alignments	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE												202542091	Anshul Kundaje, Stanford	8f546ff369f0e3a7c67a582dd5af002c		https://www.encodeproject.org/files/ENCFF104EKN/@@download/ENCFF104EKN.tagAlign.gz	hg19			archived	low read length	missing derived_from	insufficient read depth	
ENCFF689EVU	bigWig	signal p-value	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE											ENCFF104EKN	568118193	Anshul Kundaje, Stanford	94cec61196bdaf571ac017989bb33983		https://www.encodeproject.org/files/ENCFF689EVU/@@download/ENCFF689EVU.bigWig	hg19			archived	low read length		insufficient read depth	
ENCFF837PIH	bigWig	fold change over control	ENCSR000APB	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K27me3-human	DNA		see document	see document		False	2011-02-10	ENCODE											ENCFF104EKN	612537003	Anshul Kundaje, Stanford	e975b554ac11bc8389ce48b2772bf321		https://www.encodeproject.org/files/ENCFF837PIH/@@download/ENCFF837PIH.bigWig	hg19			archived	low read length		insufficient read depth	
ENCFF000XFY	bam	alignments	ENCSR000EZG	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF000XJD	404377728	Sherman Weissman, Yale	67dea214a361d6ba8012135ac6d555f0		https://www.encodeproject.org/files/ENCFF000XFY/@@download/ENCFF000XFY.bam	hg19			archived		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF000XFZ	bigWig	signal	ENCSR000EZG	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE												445252177	Sherman Weissman, Yale	21b7b39c27f3890105a8f894128aa3f7		https://www.encodeproject.org/files/ENCFF000XFZ/@@download/ENCFF000XFZ.bigWig	hg19			archived		biological replicates with identical biosample, missing derived_from	insufficient read length, insufficient read depth	
ENCFF000XGA	bam	alignments	ENCSR000EZG	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF000XJE	624056515	Sherman Weissman, Yale	301695392e6e94265144a84d48eebecb		https://www.encodeproject.org/files/ENCFF000XGA/@@download/ENCFF000XGA.bam	hg19			archived		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF000XGB	bam	alignments	ENCSR000EZG	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				3							ENCFF000XJG	393985766	Sherman Weissman, Yale	53b5a2e89278618b6d2716a7a3aa8283		https://www.encodeproject.org/files/ENCFF000XGB/@@download/ENCFF000XGB.bam	hg19			archived		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF000XJD	fastq	reads	ENCSR000EZG	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				2	1	28		single-ended				304913707	Sherman Weissman, Yale	a6de181cef96d8e8258a4a95f93f525e		https://www.encodeproject.org/files/ENCFF000XJD/@@download/ENCFF000XJD.fastq.gz		Illumina Genome Analyzer		released		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF000XJE	fastq	reads	ENCSR000EZG	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				1	1	28		single-ended				456495572	Sherman Weissman, Yale	6b3067eb33b4b209f4dbb5a05bcbf320		https://www.encodeproject.org/files/ENCFF000XJE/@@download/ENCFF000XJE.fastq.gz		Illumina Genome Analyzer		released		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF000XJG	fastq	reads	ENCSR000EZG	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				3	1	28		single-ended				289660652	Sherman Weissman, Yale	364e0b43a340442be4e116df2615d643		https://www.encodeproject.org/files/ENCFF000XJG/@@download/ENCFF000XJG.fastq.gz		Illumina Genome Analyzer		released		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF736EYF	bam	unfiltered alignments	ENCSR000EZG	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				2			28				ENCFF000XJD, ENCFF643CGH	406991695	ENCODE Processing Pipeline	157004ce378fa312339b7aeeac4d1067		https://www.encodeproject.org/files/ENCFF736EYF/@@download/ENCFF736EYF.bam	GRCh38			released		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF973RIY	bam	alignments	ENCSR000EZG	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				1			28				ENCFF000XJE, ENCFF643CGH	348183686	ENCODE Processing Pipeline	ab2302e73a26a0b44384329e6b16ddf9		https://www.encodeproject.org/files/ENCFF973RIY/@@download/ENCFF973RIY.bam	GRCh38			released		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF484GNC	bam	unfiltered alignments	ENCSR000EZG	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				3			28				ENCFF000XJG, ENCFF643CGH	396558311	ENCODE Processing Pipeline	40cef0211b9cbd5eebd965e1c75359c0		https://www.encodeproject.org/files/ENCFF484GNC/@@download/ENCFF484GNC.bam	GRCh38			released		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF121KUJ	bam	unfiltered alignments	ENCSR000EZG	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				1			28				ENCFF000XJE, ENCFF643CGH	628562231	ENCODE Processing Pipeline	d21732fbe2061d2d50e902f8b92b1918		https://www.encodeproject.org/files/ENCFF121KUJ/@@download/ENCFF121KUJ.bam	GRCh38			released		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF813HOR	bam	alignments	ENCSR000EZG	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				3			28				ENCFF000XJG, ENCFF643CGH	233684167	ENCODE Processing Pipeline	d7c3bf4115f1a771a1c150faccb75ea3		https://www.encodeproject.org/files/ENCFF813HOR/@@download/ENCFF813HOR.bam	GRCh38			released		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF019TTG	bam	alignments	ENCSR000EZG	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				Control-human	DNA		see document	see document		False	2011-10-29	ENCODE				2			28				ENCFF000XJD, ENCFF643CGH	247087503	ENCODE Processing Pipeline	26d0cde8974d5067c2d4c626d53ce536		https://www.encodeproject.org/files/ENCFF019TTG/@@download/ENCFF019TTG.bam	GRCh38			released		biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF000XCL	bam	alignments	ENCSR000ECM	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				RCOR1-human	DNA		see document	see document		False	2012-05-14	ENCODE				1							ENCFF000XCO	641722062	Michael Snyder, Stanford	ab2617f6907f3b322cb9b4e152c5a122		https://www.encodeproject.org/files/ENCFF000XCL/@@download/ENCFF000XCL.bam	hg19			released	low read length	biological replicates with identical biosample		
ENCFF000XCM	bam	alignments	ENCSR000ECM	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				RCOR1-human	DNA		see document	see document		False	2012-05-14	ENCODE				2							ENCFF000XCQ	403704812	Michael Snyder, Stanford	e33e572aa9d14c4e2234404ab1c6f505		https://www.encodeproject.org/files/ENCFF000XCM/@@download/ENCFF000XCM.bam	hg19			released	low read length	biological replicates with identical biosample		
ENCFF000XCN	bigBed narrowPeak	peaks	ENCSR000ECM	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				RCOR1-human	DNA		see document	see document		False	2012-05-14	ENCODE											ENCFF001VIF	2492302	Michael Snyder, Stanford	0cbc2193457e9958824e2875811bc1eb		https://www.encodeproject.org/files/ENCFF000XCN/@@download/ENCFF000XCN.bigBed	hg19			released	low read length	biological replicates with identical biosample		
ENCFF000XCO	fastq	reads	ENCSR000ECM	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				RCOR1-human	DNA		see document	see document		False	2012-05-14	ENCODE				1	1	36		single-ended				1269333052	Michael Snyder, Stanford	f6d5c8822f7d7cd15830702cd4961cec		https://www.encodeproject.org/files/ENCFF000XCO/@@download/ENCFF000XCO.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000XKW/	released	low read length, inconsistent control read length	biological replicates with identical biosample		
ENCFF000XCQ	fastq	reads	ENCSR000ECM	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				RCOR1-human	DNA		see document	see document		False	2012-05-14	ENCODE				2	1	36		single-ended				791144359	Michael Snyder, Stanford	6db95fb50b74ba64e882eeacd0949771		https://www.encodeproject.org/files/ENCFF000XCQ/@@download/ENCFF000XCQ.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000XKW/	released	low read length, inconsistent control read length	biological replicates with identical biosample		
ENCFF000XCS	bigWig	signal	ENCSR000ECM	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				RCOR1-human	DNA		see document	see document		False	2012-05-14	ENCODE												401485407	Michael Snyder, Stanford	fb1c8c84bef51504cb7e26f44a0e069d		https://www.encodeproject.org/files/ENCFF000XCS/@@download/ENCFF000XCS.bigWig	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF001VIF	bed narrowPeak	peaks	ENCSR000ECM	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				RCOR1-human	DNA		see document	see document		False	2012-05-14	ENCODE												987201	Michael Snyder, Stanford	5068b923103fb32b944cd2ab558dc206		https://www.encodeproject.org/files/ENCFF001VIF/@@download/ENCFF001VIF.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
ENCFF002CSF	bed narrowPeak	optimal idr thresholded peaks	ENCSR000ECM	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				RCOR1-human	DNA		see document	see document		False	2012-05-14	ENCODE												394882	ENCODE Consortium Analysis Working Group	e7c99d8ef0836c01ae22ce43c8fbe510		https://www.encodeproject.org/files/ENCFF002CSF/@@download/ENCFF002CSF.bed.gz	hg19			released	low read length	biological replicates with identical biosample, missing derived_from		
