File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF002CSE	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EZD	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MYC-human	DNA		see document	see document		False	2011-10-29	ENCODE												253559	ENCODE Consortium Analysis Working Group	cd0ff8cf66b0bac2ec9a653fc3344457		https://www.encodeproject.org/files/ENCFF002CSE/@@download/ENCFF002CSE.bed.gz	hg19			archived	borderline replicate concordance, control low read depth, inconsistent platforms	biological replicates with identical biosample, missing derived_from	insufficient read length, insufficient read depth	extremely low read depth
ENCFF045UZK	bed narrowPeak	peaks and background as input for IDR	ENCSR000EZD	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MYC-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF628WKV, ENCFF814FCQ	3064246	ENCODE Processing Pipeline	29af1a0d0101ff71fd4acf3f4c5d783f		https://www.encodeproject.org/files/ENCFF045UZK/@@download/ENCFF045UZK.bed.gz	hg19			released	borderline replicate concordance, control low read depth, inconsistent platforms	biological replicates with identical biosample	insufficient read length, insufficient read depth	extremely low read depth
ENCFF891KEP	bed narrowPeak	conservative idr thresholded peaks	ENCSR000EZD	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MYC-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF045UZK, ENCFF224GZD, ENCFF471HJA	148935	ENCODE Processing Pipeline	5ac9711fe9eff0101edfa8929ff3be20		https://www.encodeproject.org/files/ENCFF891KEP/@@download/ENCFF891KEP.bed.gz	hg19			released	borderline replicate concordance, control low read depth, inconsistent platforms	biological replicates with identical biosample	insufficient read length, insufficient read depth	extremely low read depth
ENCFF688IPV	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EZD	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MYC-human	DNA		see document	see document		False	2011-10-29	ENCODE												209732	ENCODE Processing Pipeline	d176f07488f92bc027468a9db6d5bd4d		https://www.encodeproject.org/files/ENCFF688IPV/@@download/ENCFF688IPV.bed.gz	hg19			archived	borderline replicate concordance, control low read depth, inconsistent platforms	biological replicates with identical biosample, missing derived_from	insufficient read length, insufficient read depth	extremely low read depth
ENCFF224GZD	bed narrowPeak	peaks and background as input for IDR	ENCSR000EZD	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MYC-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF406ZWO, ENCFF814FCQ	1535754	ENCODE Processing Pipeline	a7c295748685ddbdf57c4aca4091794c		https://www.encodeproject.org/files/ENCFF224GZD/@@download/ENCFF224GZD.bed.gz	hg19			released	borderline replicate concordance, control low read depth, inconsistent platforms	biological replicates with identical biosample	insufficient read length, insufficient read depth	extremely low read depth
ENCFF471HJA	bed narrowPeak	peaks and background as input for IDR	ENCSR000EZD	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MYC-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF406ZWO, ENCFF628WKV, ENCFF814FCQ	4630396	ENCODE Processing Pipeline	313dcaebf2548caf4010efe45c242275		https://www.encodeproject.org/files/ENCFF471HJA/@@download/ENCFF471HJA.bed.gz	hg19			released	borderline replicate concordance, control low read depth, inconsistent platforms	biological replicates with identical biosample	insufficient read length, insufficient read depth	extremely low read depth
ENCFF950LQM	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EZD	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MYC-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF045UZK, ENCFF224GZD, ENCFF471HJA	209438	ENCODE Processing Pipeline	9c585bf7485ac45eac9214d50fa11e73		https://www.encodeproject.org/files/ENCFF950LQM/@@download/ENCFF950LQM.bed.gz	hg19			released	borderline replicate concordance, control low read depth, inconsistent platforms	biological replicates with identical biosample	insufficient read length, insufficient read depth	extremely low read depth
ENCFF001VIQ	bed narrowPeak	peaks	ENCSR000EDH	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				JUND-human	DNA		see document	see document		False	2011-10-29	ENCODE												434296	Michael Snyder, Stanford	18b6938b352b25d6f313a8256db8f0f2		https://www.encodeproject.org/files/ENCFF001VIQ/@@download/ENCFF001VIQ.bed.gz	hg19			released		biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF002CSP	bed narrowPeak	optimal idr thresholded peaks	ENCSR000EDH	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				JUND-human	DNA		see document	see document		False	2011-10-29	ENCODE												750595	ENCODE Consortium Analysis Working Group	8382b1d2abe95d66c1230cf762e7e99e		https://www.encodeproject.org/files/ENCFF002CSP/@@download/ENCFF002CSP.bed.gz	hg19			released		biological replicates with identical biosample, missing derived_from	insufficient read length	
ENCFF001SVY	bed broadPeak	peaks	ENCSR000AOD	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				H3K36me3-human	DNA		see document	see document		False	2011-02-10	ENCODE												492640	Bradley Bernstein, Broad	778628f9f6f2b76f0e9677b9c20a3883		https://www.encodeproject.org/files/ENCFF001SVY/@@download/ENCFF001SVY.bed.gz	hg19			released	low read length	missing derived_from	insufficient read depth	
ENCFF001VJT	bed narrowPeak	peaks	ENCSR000DNT	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				ZZZ3-human	DNA		see document	see document		False	2011-10-29	ENCODE												31100	Kevin Struhl, HMS	4d84085297f12724dd170b233feb07d6		https://www.encodeproject.org/files/ENCFF001VJT/@@download/ENCFF001VJT.bed.gz	hg19			released	low read length, inconsistent platforms	biological replicates with identical biosample, missing derived_from		
ENCFF002CTR	bed narrowPeak	optimal idr thresholded peaks	ENCSR000DNT	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				ZZZ3-human	DNA		see document	see document		False	2011-10-29	ENCODE												7257	ENCODE Consortium Analysis Working Group	7695f41be364380f1e726d98727cc044		https://www.encodeproject.org/files/ENCFF002CTR/@@download/ENCFF002CTR.bed.gz	hg19			released	low read length, inconsistent platforms	biological replicates with identical biosample, missing derived_from		
ENCFF001UFA	bed broadPeak	peaks	ENCSR000BGO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				POLR2A-human	DNA		see document	see document		False	2011-07-18	ENCODE				1	1							596743	Richard Myers, HAIB	c92bc86c9ef297a7c22e36b40fbbc1c5		https://www.encodeproject.org/files/ENCFF001UFA/@@download/ENCFF001UFA.bed.gz	hg19			archived	low read length, low read depth	biological replicates with identical biosample, missing derived_from		
ENCFF001UFB	bed broadPeak	peaks	ENCSR000BGO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				POLR2A-human	DNA		see document	see document		False	2011-07-18	ENCODE				2	1							842109	Richard Myers, HAIB	9007f2859f06f0e7c4f1a2367d17b534		https://www.encodeproject.org/files/ENCFF001UFB/@@download/ENCFF001UFB.bed.gz	hg19			archived	low read length, low read depth	biological replicates with identical biosample, missing derived_from		
ENCFF002CJZ	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BGO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				POLR2A-human	DNA		see document	see document		False	2011-07-18	ENCODE												540314	ENCODE Consortium Analysis Working Group	b6c82f6bd9f4c1331f8fbf50a9fae549		https://www.encodeproject.org/files/ENCFF002CJZ/@@download/ENCFF002CJZ.bed.gz	hg19			archived	low read length, low read depth	biological replicates with identical biosample, missing derived_from		
ENCFF251KNS	bed narrowPeak	peaks and background as input for IDR	ENCSR000BGO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				POLR2A-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF141DVZ, ENCFF202PGY, ENCFF436YTR	6914708	ENCODE Processing Pipeline	134fc2d94ffd6ffdb1260a6c5902dd14		https://www.encodeproject.org/files/ENCFF251KNS/@@download/ENCFF251KNS.bed.gz	GRCh38			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF246QVY	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BGO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				POLR2A-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF098VGF, ENCFF137AHY, ENCFF251KNS, ENCFF419RSJ	660195	ENCODE Processing Pipeline	60c2b35b96e4bb623a68c317359893e9		https://www.encodeproject.org/files/ENCFF246QVY/@@download/ENCFF246QVY.bed.gz	GRCh38			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF636PWI	bed narrowPeak	conservative idr thresholded peaks	ENCSR000BGO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				POLR2A-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF098VGF, ENCFF137AHY, ENCFF251KNS, ENCFF419RSJ	593449	ENCODE Processing Pipeline	11bc427ee22065fcb596ec371addb205		https://www.encodeproject.org/files/ENCFF636PWI/@@download/ENCFF636PWI.bed.gz	GRCh38			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF098VGF	bed narrowPeak	peaks and background as input for IDR	ENCSR000BGO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				POLR2A-human	DNA		see document	see document		False	2011-07-18	ENCODE				1							ENCFF202PGY, ENCFF436YTR	6335185	ENCODE Processing Pipeline	bb7a14498c3bc435902d04615ac8560e		https://www.encodeproject.org/files/ENCFF098VGF/@@download/ENCFF098VGF.bed.gz	GRCh38			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF137AHY	bed narrowPeak	peaks and background as input for IDR	ENCSR000BGO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				POLR2A-human	DNA		see document	see document		False	2011-07-18	ENCODE				2							ENCFF141DVZ, ENCFF202PGY	6421630	ENCODE Processing Pipeline	f77a23f1d7d582a195f7edee10f341b9		https://www.encodeproject.org/files/ENCFF137AHY/@@download/ENCFF137AHY.bed.gz	GRCh38			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF193MSK	bed narrowPeak	peaks and background as input for IDR	ENCSR000BGO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				POLR2A-human	DNA		see document	see document		False	2011-07-18	ENCODE				2							ENCFF044MEQ, ENCFF713XOH	6563800	ENCODE Processing Pipeline	7d95b8c9e2794e78e81e6e4a4954270c		https://www.encodeproject.org/files/ENCFF193MSK/@@download/ENCFF193MSK.bed.gz	hg19			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF874QGO	bed narrowPeak	peaks and background as input for IDR	ENCSR000BGO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				POLR2A-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF044MEQ, ENCFF452GJT, ENCFF713XOH	7036626	ENCODE Processing Pipeline	1fe149b6a2f0e3b3ae9c0d6631bd2bb8		https://www.encodeproject.org/files/ENCFF874QGO/@@download/ENCFF874QGO.bed.gz	hg19			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF338FAD	bed narrowPeak	conservative idr thresholded peaks	ENCSR000BGO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				POLR2A-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF001TDO, ENCFF107ZNB, ENCFF193MSK, ENCFF874QGO	607857	ENCODE Processing Pipeline	731ff81a0d84b189aacd76c410853c64		https://www.encodeproject.org/files/ENCFF338FAD/@@download/ENCFF338FAD.bed.gz	hg19			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF107ZNB	bed narrowPeak	peaks and background as input for IDR	ENCSR000BGO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				POLR2A-human	DNA		see document	see document		False	2011-07-18	ENCODE				1							ENCFF044MEQ, ENCFF452GJT	6516602	ENCODE Processing Pipeline	3d124dcf08a60fb0a2030cbc4af0b7a4		https://www.encodeproject.org/files/ENCFF107ZNB/@@download/ENCFF107ZNB.bed.gz	hg19			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF417LLT	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BGO	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				POLR2A-human	DNA		see document	see document		False	2011-07-18	ENCODE				1, 2							ENCFF001TDO, ENCFF107ZNB, ENCFF193MSK, ENCFF874QGO	681094	ENCODE Processing Pipeline	08061d9c15cd95cc4cbd862a4cb2617b		https://www.encodeproject.org/files/ENCFF417LLT/@@download/ENCFF417LLT.bed.gz	hg19			released	low read length, low read depth	biological replicates with identical biosample		
ENCFF001SVS	bed broadPeak	peaks	ENCSR000ATC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EZH2-human	DNA		see document	see document		False	2012-08-06	ENCODE												944437	Bradley Bernstein, Broad	3b4905db76601f5be1f893a12b9c4590		https://www.encodeproject.org/files/ENCFF001SVS/@@download/ENCFF001SVS.bed.gz	hg19			archived	mild to moderate bottlenecking, low read length, inconsistent platforms	missing derived_from		
ENCFF002CDX	bed narrowPeak	optimal idr thresholded peaks	ENCSR000ATC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EZH2-human	DNA		see document	see document		False	2012-08-06	ENCODE												36455	ENCODE Consortium Analysis Working Group	84d947b6e6084a070659758411a4601d		https://www.encodeproject.org/files/ENCFF002CDX/@@download/ENCFF002CDX.bed.gz	hg19			archived	mild to moderate bottlenecking, low read length, inconsistent platforms	missing derived_from		
ENCFF301AYA	bed narrowPeak	peaks and background as input for IDR	ENCSR000ATC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EZH2-human	DNA		see document	see document		False	2012-08-06	ENCODE				1							ENCFF307JSM, ENCFF432JPE, ENCFF818YAG	7154350	ENCODE Processing Pipeline	c374134d3fe190ba0c04349d5a9be894		https://www.encodeproject.org/files/ENCFF301AYA/@@download/ENCFF301AYA.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read length, inconsistent platforms			
ENCFF859XKI	bed narrowPeak	peaks and background as input for IDR	ENCSR000ATC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EZH2-human	DNA		see document	see document		False	2012-08-06	ENCODE				2							ENCFF432JPE, ENCFF818YAG, ENCFF846NVE	6967662	ENCODE Processing Pipeline	3f7dfea05071114dbf19fa27640feaf9		https://www.encodeproject.org/files/ENCFF859XKI/@@download/ENCFF859XKI.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read length, inconsistent platforms			
ENCFF406ZUF	bed narrowPeak	peaks and background as input for IDR	ENCSR000ATC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EZH2-human	DNA		see document	see document		False	2012-08-06	ENCODE				1, 2							ENCFF307JSM, ENCFF432JPE, ENCFF818YAG, ENCFF846NVE	7207505	ENCODE Processing Pipeline	7bbd163b1d9fe6b7508912a534f27df7		https://www.encodeproject.org/files/ENCFF406ZUF/@@download/ENCFF406ZUF.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read length, inconsistent platforms			
ENCFF248NPI	bed narrowPeak	conservative idr thresholded peaks	ENCSR000ATC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EZH2-human	DNA		see document	see document		False	2012-08-06	ENCODE				1, 2							ENCFF301AYA, ENCFF406ZUF, ENCFF419RSJ, ENCFF859XKI	52870	ENCODE Processing Pipeline	96f8f6ca5be8cf511a656ffaf90b7004		https://www.encodeproject.org/files/ENCFF248NPI/@@download/ENCFF248NPI.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read length, inconsistent platforms			
ENCFF260KLJ	bed narrowPeak	optimal idr thresholded peaks	ENCSR000ATC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EZH2-human	DNA		see document	see document		False	2012-08-06	ENCODE				1, 2							ENCFF301AYA, ENCFF406ZUF, ENCFF419RSJ, ENCFF859XKI	53062	ENCODE Processing Pipeline	c5c24757a2a99ecae2f1c035c07a86bb		https://www.encodeproject.org/files/ENCFF260KLJ/@@download/ENCFF260KLJ.bed.gz	GRCh38			released	mild to moderate bottlenecking, low read length, inconsistent platforms			
ENCFF427OVX	bed narrowPeak	peaks and background as input for IDR	ENCSR000ATC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EZH2-human	DNA		see document	see document		False	2012-08-06	ENCODE				1							ENCFF162NDI, ENCFF385UZW, ENCFF451SVK	7129465	ENCODE Processing Pipeline	3db874c77069df603d5724689104ce58		https://www.encodeproject.org/files/ENCFF427OVX/@@download/ENCFF427OVX.bed.gz	hg19			released	mild to moderate bottlenecking, low read length, inconsistent platforms			
ENCFF233VOB	bed narrowPeak	peaks and background as input for IDR	ENCSR000ATC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EZH2-human	DNA		see document	see document		False	2012-08-06	ENCODE				2							ENCFF081LSC, ENCFF385UZW, ENCFF451SVK	7031154	ENCODE Processing Pipeline	50d95775fa519159ed5d5427434147cd		https://www.encodeproject.org/files/ENCFF233VOB/@@download/ENCFF233VOB.bed.gz	hg19			released	mild to moderate bottlenecking, low read length, inconsistent platforms			
ENCFF981RBQ	bed narrowPeak	peaks and background as input for IDR	ENCSR000ATC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EZH2-human	DNA		see document	see document		False	2012-08-06	ENCODE				1, 2							ENCFF081LSC, ENCFF162NDI, ENCFF385UZW, ENCFF451SVK	7234796	ENCODE Processing Pipeline	407b41808f38bfea266141a5d7b84180		https://www.encodeproject.org/files/ENCFF981RBQ/@@download/ENCFF981RBQ.bed.gz	hg19			released	mild to moderate bottlenecking, low read length, inconsistent platforms			
ENCFF663WVM	bed narrowPeak	conservative idr thresholded peaks	ENCSR000ATC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EZH2-human	DNA		see document	see document		False	2012-08-06	ENCODE				1, 2							ENCFF001TDO, ENCFF233VOB, ENCFF427OVX, ENCFF981RBQ	57013	ENCODE Processing Pipeline	97d59b0fcc7ecc2bdb331c0944d164e0		https://www.encodeproject.org/files/ENCFF663WVM/@@download/ENCFF663WVM.bed.gz	hg19			released	mild to moderate bottlenecking, low read length, inconsistent platforms			
ENCFF751GGI	bed narrowPeak	optimal idr thresholded peaks	ENCSR000ATC	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				EZH2-human	DNA		see document	see document		False	2012-08-06	ENCODE				1, 2							ENCFF001TDO, ENCFF233VOB, ENCFF427OVX, ENCFF981RBQ	57412	ENCODE Processing Pipeline	7aedab00b9f60d6da4433352c11c9015		https://www.encodeproject.org/files/ENCFF751GGI/@@download/ENCFF751GGI.bed.gz	hg19			released	mild to moderate bottlenecking, low read length, inconsistent platforms			
ENCFF145POH	bed narrowPeak	peaks and background as input for IDR	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFF-human	DNA					False	2014-07-07	ENCODE				2							ENCFF226KER, ENCFF939XHK	5466977	ENCODE Processing Pipeline	24d641fb0de8cbc78252718eaaf43720		https://www.encodeproject.org/files/ENCFF145POH/@@download/ENCFF145POH.bed.gz	hg19			released	low read length			
ENCFF492VYK	bed narrowPeak	peaks and background as input for IDR	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFF-human	DNA					False	2014-07-07	ENCODE				3							ENCFF002SPV, ENCFF316UXC	4750633	ENCODE Processing Pipeline	e9262f050b4710c4228eafb6a54d6353		https://www.encodeproject.org/files/ENCFF492VYK/@@download/ENCFF492VYK.bed.gz	hg19			released	low read length			
ENCFF997ZWI	bed narrowPeak	peaks and background as input for IDR	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFF-human	DNA					False	2014-07-07	ENCODE				2, 3							ENCFF002SPV, ENCFF226KER, ENCFF316UXC, ENCFF939XHK	6401276	ENCODE Processing Pipeline	9cdaf1c4d5a90580d4be7785514aa589		https://www.encodeproject.org/files/ENCFF997ZWI/@@download/ENCFF997ZWI.bed.gz	hg19			released	low read length			
ENCFF411BAO	bed narrowPeak	optimal idr thresholded peaks	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFF-human	DNA					False	2014-07-07	ENCODE				2, 3							ENCFF001TDO, ENCFF145POH, ENCFF492VYK, ENCFF997ZWI	417897	ENCODE Processing Pipeline	93e40b0388115ea73bf792c3d8ac3034		https://www.encodeproject.org/files/ENCFF411BAO/@@download/ENCFF411BAO.bed.gz	hg19			released	low read length			
ENCFF097SYL	bed narrowPeak	conservative idr thresholded peaks	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFF-human	DNA					False	2014-07-07	ENCODE				2, 3							ENCFF001TDO, ENCFF145POH, ENCFF492VYK, ENCFF997ZWI	234403	ENCODE Processing Pipeline	b014a7ba5b6d913941ab601f7c540536		https://www.encodeproject.org/files/ENCFF097SYL/@@download/ENCFF097SYL.bed.gz	hg19			released	low read length			
ENCFF575MOS	bed narrowPeak	peaks and background as input for IDR	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFF-human	DNA					False	2014-07-07	ENCODE				2							ENCFF226KER, ENCFF939XHK	5634715	ENCODE Processing Pipeline	37cdf712ea0817270071e52cbffc9b68		https://www.encodeproject.org/files/ENCFF575MOS/@@download/ENCFF575MOS.bed.gz	hg19			archived	low read length			
ENCFF507YIO	bed narrowPeak	peaks and background as input for IDR	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFF-human	DNA					False	2014-07-07	ENCODE				2, 3							ENCFF002SPV, ENCFF226KER, ENCFF316UXC, ENCFF939XHK	6557271	ENCODE Processing Pipeline	19da4ac7e2c8e47e4f920143572f11e5		https://www.encodeproject.org/files/ENCFF507YIO/@@download/ENCFF507YIO.bed.gz	hg19			archived	low read length			
ENCFF554QCN	bed narrowPeak	peaks and background as input for IDR	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFF-human	DNA					False	2014-07-07	ENCODE				3							ENCFF002SPV, ENCFF316UXC	4947267	ENCODE Processing Pipeline	4e0f932449acfa38e4e210070f1013c2		https://www.encodeproject.org/files/ENCFF554QCN/@@download/ENCFF554QCN.bed.gz	hg19			archived	low read length			
ENCFF432JOE	bed narrowPeak	peaks and background as input for IDR	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFF-human	DNA					False	2014-07-07	ENCODE				2							ENCFF387WOS, ENCFF714ZPY	5523632	ENCODE Processing Pipeline	3f1082d909255cc778725efbbe8853ce		https://www.encodeproject.org/files/ENCFF432JOE/@@download/ENCFF432JOE.bed.gz	GRCh38			released	low read length			
ENCFF928RGF	bed narrowPeak	peaks and background as input for IDR	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFF-human	DNA					False	2014-07-07	ENCODE				3							ENCFF010EXG, ENCFF459QXO	4764825	ENCODE Processing Pipeline	a9a79188d3aca161d1f8d7a01e3d6449		https://www.encodeproject.org/files/ENCFF928RGF/@@download/ENCFF928RGF.bed.gz	GRCh38			released	low read length			
ENCFF750CVD	bed narrowPeak	peaks and background as input for IDR	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFF-human	DNA					False	2014-07-07	ENCODE				2, 3							ENCFF010EXG, ENCFF387WOS, ENCFF459QXO, ENCFF714ZPY	6432641	ENCODE Processing Pipeline	d37833c2ea73fd760b5db4934136c914		https://www.encodeproject.org/files/ENCFF750CVD/@@download/ENCFF750CVD.bed.gz	GRCh38			released	low read length			
ENCFF670CRK	bigBed narrowPeak	peaks and background as input for IDR	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFF-human	DNA					False	2014-07-07	ENCODE				2, 3							ENCFF750CVD	11623924	ENCODE Processing Pipeline	a1e13a850627e48f1e69b0f21bed5c85		https://www.encodeproject.org/files/ENCFF670CRK/@@download/ENCFF670CRK.bigBed	GRCh38			released	low read length			
ENCFF641LIZ	bed narrowPeak	conservative idr thresholded peaks	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFF-human	DNA					False	2014-07-07	ENCODE				2, 3							ENCFF419RSJ, ENCFF432JOE, ENCFF750CVD, ENCFF928RGF	237908	ENCODE Processing Pipeline	49f95d9c1e274055b90fd396494eacae		https://www.encodeproject.org/files/ENCFF641LIZ/@@download/ENCFF641LIZ.bed.gz	GRCh38			released	low read length			
ENCFF672LKL	bed narrowPeak	optimal idr thresholded peaks	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFF-human	DNA					False	2014-07-07	ENCODE				2, 3							ENCFF419RSJ, ENCFF432JOE, ENCFF750CVD, ENCFF928RGF	424665	ENCODE Processing Pipeline	2001cc471fbc0c824e0764f054ca41fb		https://www.encodeproject.org/files/ENCFF672LKL/@@download/ENCFF672LKL.bed.gz	GRCh38			released	low read length			
ENCFF511CFI	bed narrowPeak	conservative idr thresholded peaks	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFF-human	DNA					False	2014-07-07	ENCODE				2, 3							ENCFF001TDO, ENCFF507YIO, ENCFF554QCN, ENCFF575MOS	227424	ENCODE Processing Pipeline	d099417facf11fc85400989469cca657		https://www.encodeproject.org/files/ENCFF511CFI/@@download/ENCFF511CFI.bed.gz	hg19			archived	low read length			
ENCFF939XMX	bed narrowPeak	optimal idr thresholded peaks	ENCSR140DSL	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				MAFF-human	DNA					False	2014-07-07	ENCODE				2, 3							ENCFF001TDO, ENCFF507YIO, ENCFF554QCN, ENCFF575MOS	387529	ENCODE Processing Pipeline	b5dec8637459a297eb2a3963dce733a9		https://www.encodeproject.org/files/ENCFF939XMX/@@download/ENCFF939XMX.bed.gz	hg19			archived	low read length			
ENCFF001VIJ	bed narrowPeak	peaks	ENCSR000ECI	ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens				ELK1-human	DNA		see document	see document		False	2012-05-14	ENCODE												481918	Michael Snyder, Stanford	7d0f94a2a9b03295b5172f8d91957e3d		https://www.encodeproject.org/files/ENCFF001VIJ/@@download/ENCFF001VIJ.bed.gz	hg19			released	low read length	biological replicates with identical biosample, duplicate lane review, missing derived_from		
